Name,District,Description,Region,Category,Eestimated_time_to_visit,Foreign_Adult,Foreign_Child,Local_Adult,Local_Child,Student,Free_Entry,Latitude,Longitude,Is_Free,Category_Popularity,Avg_Cost,Cost_Category,Time_Category,Distance_from_Colombo,District_Encoded,Region_Encoded,Category_Encoded,Cluster
Galamuna,Rathnapura,"A picturesque waterfall nestled within dense forest, offering visitors a tranquil setting and refreshing cool waters.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.852731808199223,80.8021989540347,1,132,0.0,,Short,145.84761241103172,25,7,115,1
Galdola Ella,Rathnapura,"A beautiful cascade waterfall known for its pristine surroundings and natural pools, popular among hikers and photographers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.9152121599340255,80.7109674281292,1,132,0.0,,Short,144.01916062334175,25,7,115,1
Galpoththawa Ella,Rathnapura,"A hidden waterfall set in a peaceful forest location, offering visitors solitude and a chance to connect deeply with nature.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.782405948788321,80.78002661118393,1,132,0.0,,Short,138.70366970550322,25,7,115,1
Gerandi Gini Ella,Rathnapura,"A striking waterfall with fiery hues during sunset, surrounded by dense jungle, perfect for adventurous visitors and photographers.",Sabaragamuwa,Nature/Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.96171875134072,80.84826369934845,1,132,0.0,,Short,158.00029339667833,25,7,115,1
Gerandi Rikili Ella,Rathnapura,"A serene waterfall flowing gently through thick forest, offering natural pools ideal for swimming and relaxation.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.828392199325812,80.67679883790535,1,132,0.0,,Short,134.3255227428882,25,7,115,1
Gonawati Ella,Rathnapura,"A medium waterfall known for its tranquil environment and clean, clear waters, attracting nature lovers and hikers alike.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.791382530442984,80.81993362250545,1,132,0.0,,Quick,142.62064803550325,25,7,115,1
Gonnan Ella,Rathnapura,"A hidden waterfall set amidst dense jungle, perfect for visitors seeking quiet and scenic natural beauty.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.78589504835034,80.80776503560293,1,132,0.0,,Short,141.21798843867842,25,7,115,1
Goxin Falls,Rathnapura,"A small but picturesque waterfall featuring clear pools and lush surroundings, ideal for short hikes and picnics.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.8226369844443315,80.80944038380628,1,132,0.0,,Quick,144.11340289200066,25,7,115,1
Gurumeti Ella,Rathnapura,"A graceful waterfall flowing over rocky cliffs into cool pools, surrounded by rich forest habitat, perfect for eco-tourism and relaxation.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.8508646196982355,80.69767528752412,1,132,0.0,,Short,137.7131979975312,25,7,115,1
Hal Ella,Rathnapura,"A striking waterfall known for its height and powerful flow, offering spectacular views and fresh mountain air.",Sabaragamuwa,Nature/Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.951563786285763,80.68074062601809,1,132,0.0,,Short,144.98539108672196,25,7,115,1
Haldola Ella,Rathnapura,"A peaceful waterfall set in a secluded forest location, inviting visitors to enjoy the cool waters and serene surroundings.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.9627184347218485,80.76410160563037,1,132,0.0,,Quick,151.82618948283536,25,7,115,1
Halmahi Ella,Rathnapura,"A beautiful cascading waterfall flowing through dense greenery, perfect for nature lovers seeking tranquility and scenic beauty.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.9100653255442035,80.711781561084,1,132,0.0,,Short,143.64682899179238,25,7,115,1
Handapan Ella,Rathnapura,"A medium-sized waterfall surrounded by rich forest habitat, ideal for eco-tourists and hikers looking for peaceful nature spots.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.814520190193924,80.69074558011735,1,132,0.0,,Short,134.23780869818665,25,7,115,1
Handhapan Ella,Rathnapura,"Often confused with Handapan, this waterfall offers similarly tranquil surroundings and natural pools, perfect for quiet visits.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.883544152140694,80.76278545368609,1,132,0.0,,Short,145.24111810675777,25,7,115,1
Hathbili Ella,Rathnapura,"A scenic waterfall located near a small village, known for its refreshing mist and peaceful setting surrounded by greenery.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.881559669413338,80.75240980055325,1,132,0.0,,Quick,144.298111644295,25,7,115,1
Hettigama Kanda,Rathnapura,"A prominent hill offering panoramic views of the surrounding forest and waterfalls, ideal for hiking and nature photography.",Sabaragamuwa,Scenic/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.863938673543664,80.75150377153285,1,33,0.0,,Short,142.8112311883435,25,7,157,1
Nonpareil Estate Falls,Rathnapura,"A beautiful waterfall located on the Nonpareil tea estate, surrounded by lush plantations and scenic walking trails.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.849964313664936,80.75401696153271,1,132,0.0,,Short,141.88768799966596,25,7,115,1
Hunukatu Ella,Rathnapura,"A hidden waterfall flowing through thick jungle, offering a peaceful retreat for visitors and an excellent spot for nature photography.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.954092678203905,80.832883751397,1,132,0.0,,Short,156.22074161584075,25,7,115,1
Jodu Ella,Rathnapura,"A twin cascade waterfall offering spectacular views and refreshing pools, set amidst dense forest perfect for hiking and nature lovers.",Sabaragamuwa,Nature/Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.804262949929124,80.72048683080726,1,132,0.0,,Short,135.6866245801936,25,7,115,1
Kachchaputa Falls 1,Rathnapura,"The first of two beautiful waterfalls known for its clear waters flowing over rocky cliffs, surrounded by thick greenery and wildlife.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.88375516975531,80.6897649310101,1,132,0.0,,Short,139.85787388398157,25,7,115,1
Kachchaputa Falls 2,Rathnapura,"The second waterfall in the Kachchaputa area, offering a serene setting with natural pools and tranquil atmosphere for visitors.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.873614947593298,80.71994995737323,1,132,0.0,,Short,141.22715298503087,25,7,115,1
Kalthota Kuda Doowili Ella,Rathnapura,"A smaller waterfall near Kalthota known for its peaceful surroundings and cool water, ideal for a quiet nature visit and short hikes.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.856186784314281,80.86970995165032,1,132,0.0,,Quick,151.5055051786109,25,7,115,1
Kaluwala Ella,Rathnapura,"A hidden waterfall cascading through dense forest, popular with nature lovers for its calming ambiance and natural beauty.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.879952437135147,80.829740121138,1,132,0.0,,Short,150.12397353298175,25,7,115,1
Kanabadu Ella,Rathnapura,"A picturesque waterfall surrounded by rich jungle, featuring refreshing pools and scenic trails for eco-tourism and adventure seekers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.940441293885557,80.78214242640304,1,132,0.0,,Short,151.3088527404765,25,7,115,1
Kandu Ella,Rathnapura,"A medium-sized waterfall flowing gracefully over rocks in a quiet forested area, perfect for nature walks and relaxing visits.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.773255006128795,80.72584180371081,1,132,0.0,,Short,133.6804187507278,25,7,115,1
Karalu Ella,Rathnapura,"A gentle waterfall surrounded by thick greenery, offering visitors a peaceful environment with clear pools for cooling off.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.777430320925361,80.86185326372932,1,132,0.0,,Quick,145.0850542798787,25,7,115,1
Katu Kitul Ella,Rathnapura,"A charming waterfall known for its scenic beauty and natural setting, ideal for hikers and photographers looking for serene spots.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.854748323768192,80.87049787281218,1,132,0.0,,Short,151.46177559679398,25,7,115,1
Katugas Ella,Rathnapura,"A small but beautiful waterfall flowing through forested hills, popular among locals for peaceful picnics and nature walks.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.802615827369701,80.78914947185423,1,132,0.0,,Quick,140.96607555983658,25,7,115,1
Kiri Ella,Rathnapura,"A lovely waterfall characterized by its creamy white cascades over rocks, surrounded by lush greenery, perfect for relaxation and photos.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.820269024963754,80.75452700404763,1,132,0.0,,Short,139.58615378505505,25,7,115,1
Kirinda Ella,Rathnapura,"A scenic waterfall flowing through dense jungle, known for its clear waters and quiet surroundings inviting visitors to relax and explore.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.844125968069813,80.72759282789667,1,132,0.0,,Short,139.4068875037139,25,7,115,1
Kirindi Ella,Rathnapura,"A peaceful waterfall set in a forested area, featuring clear pools and shaded paths, ideal for nature walks and bird watching.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.905921953986272,80.81061035299774,1,132,0.0,,Short,150.67502330587087,25,7,115,1
Kuda Ella,Rathnapura,"A small waterfall nestled in a serene environment, offering visitors a quiet retreat surrounded by natural beauty and fresh air.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.797811261954972,80.72575218442377,1,132,0.0,,Quick,135.5865341640564,25,7,115,1
Sannasi Ella,Rathnapura,"A hidden waterfall known for its tranquil atmosphere and cool natural pools, perfect for relaxation and a peaceful nature experience.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.902151464187524,80.8134190733237,1,132,0.0,,Short,150.5923052135837,25,7,115,1
Dumbara Kaluwala Ella,Rathnapura,"A scenic waterfall located in the Dumbara region, surrounded by rich forest and offering refreshing pools and peaceful trails.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.801487553551324,80.77432983326321,1,132,0.0,,Short,139.6951419593747,25,7,115,1
Bambaragala Ella,Rathnapura,"A picturesque waterfall flowing over rocky terrain, known for its fresh waters and quiet, scenic surroundings popular among hikers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.829057346449285,80.77125350087898,1,132,0.0,,Short,141.57937836457552,25,7,115,1
Ayagama Minee Ella,Rathnapura,"A beautiful waterfall with gentle cascades and clear pools, surrounded by lush forest making it a tranquil spot for visitors and photographers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.910289823582801,80.855894480862,1,132,0.0,,Short,154.5332681855352,25,7,115,1
Manan Ella,Rathnapura,"A medium waterfall set in a serene forest environment, offering visitors refreshing water pools and peaceful natural beauty.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.823708455241323,80.80587725823436,1,132,0.0,,Short,143.90942210688047,25,7,115,1
Kasimani Ella,Rathnapura,"A lesser-known waterfall surrounded by dense jungle, providing a quiet retreat and cool natural pools ideal for solitude and nature lovers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.885738695341572,80.70082051718724,1,132,0.0,,Short,140.82406663645696,25,7,115,1
Ilumbakanda Ran Ella,Rathnapura,"A striking waterfall flowing through rocky cliffs near Ilumbakanda, offering scenic views and a peaceful atmosphere for visitors.",Sabaragamuwa,Nature/Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.794258560815529,80.8597247277911,1,132,0.0,,Short,146.1192495557572,25,7,115,1
Upper Galdola Ella,Rathnapura,"The upper cascade of the Galdola waterfall, offering a majestic view of water flowing through rocky cliffs surrounded by lush forest.",Sabaragamuwa,Nature/Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.852636135585648,80.73171513717732,1,132,0.0,,Short,140.40355151617803,25,7,115,1
Batahena Ella,Rathnapura,"A picturesque waterfall characterized by its gentle cascades and cool natural pools, perfect for a refreshing dip and peaceful nature walk.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.916835110108778,80.68470485293433,1,132,0.0,,Short,142.28572327571933,25,7,115,1
Aanda Ella,Rathnapura,"A beautiful medium-sized waterfall surrounded by thick jungle, ideal for hiking, photography, and nature lovers seeking solitude.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.801839325702412,80.85875397467024,1,132,0.0,,Short,146.58960911797882,25,7,115,1
Lihiniyan Kelina Ella,Rathnapura,"A scenic waterfall known for its clear flowing water and birdlife, offering peaceful surroundings and opportunities for nature observation.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.8520301919418225,80.84555035804878,1,132,0.0,,Short,149.24129001729574,25,7,115,1
Lihiniyandola Ella,Rathnapura,"A tranquil waterfall nestled in dense forest, providing a serene retreat with natural pools and opportunities for bird watching.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.969807249658522,80.67491503235672,1,132,0.0,,Short,146.1702637096229,25,7,115,1
Madanagiri Ella,Rathnapura,"A majestic waterfall cascading through rocky cliffs, surrounded by lush greenery, offering spectacular views and refreshing atmosphere.",Sabaragamuwa,Nature/Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.842191628019441,80.85073620474475,1,132,0.0,,Short,148.9180088527799,25,7,115,1
Madola Ella,Rathnapura,"A hidden gem waterfall flowing gently through forested terrain, ideal for peaceful hikes and relaxing moments in nature.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.948535297185755,80.83173065230214,1,132,0.0,,Short,155.6873180880386,25,7,115,1
Maduwanwela Aralu Ella,Rathnapura,"A scenic waterfall located in Maduwanwela, featuring clean pools and lush forest surroundings perfect for a nature getaway and photography.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.79010974626123,80.79298130342627,1,132,0.0,,Short,140.33058992518144,25,7,115,1
Mala Ella,Rathnapura,"A serene waterfall set in a quiet forest environment, known for its refreshing pools and tranquil atmosphere ideal for relaxation.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.904379887731853,80.86190491502131,1,132,0.0,,Quick,154.54818203103576,25,7,115,1
Malpudana Ella,Rathnapura,"A beautiful waterfall with cascading water flowing over smooth rocks, surrounded by thick jungle, attracting nature lovers and hikers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.851620745188841,80.73597000449783,1,132,0.0,,Short,140.6439155517005,25,7,115,1
Mapanana Ella,Rathnapura,"A small but captivating waterfall flowing gently into natural pools, offering a peaceful spot for visitors to rest and enjoy nature.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.876872627023878,80.77314991238707,1,132,0.0,,Quick,145.49455856702895,25,7,115,1
Marakkala,Rathnapura,"A scenic waterfall known for its peaceful surroundings and cool mist, providing visitors with refreshing natural beauty and quiet hiking trails.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.945317985591558,80.72351518877629,1,132,0.0,,Short,147.44988108518825,25,7,115,1
Masimbula Ella,Rathnapura,"A charming waterfall nestled in lush forest, known for its clear water and serene environment, ideal for short hikes and relaxation.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.801568656598872,80.78237809285999,1,132,0.0,,Quick,140.343932134805,25,7,115,1
Meddekanda Ella,Rathnapura,"A majestic waterfall flowing powerfully through rocky cliffs surrounded by dense forest, perfect for nature lovers seeking adventure and beauty.",Sabaragamuwa,Nature/Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.9436467648349876,80.80402198736651,1,132,0.0,,Short,153.2017704628134,25,7,115,1
Mini Ella,Rathnapura,"A small and peaceful waterfall known for its calm pools and shaded forest setting, offering a relaxing nature spot for visitors.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.962110060192333,80.79482835482565,1,132,0.0,,Quick,154.024041738584,25,7,115,1
Miniran Ella,Rathnapura,"A gentle waterfall with clear water flowing over mossy rocks, set in a tranquil forest environment, perfect for a short nature visit.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.795003129995119,80.67237140790739,1,132,0.0,,Quick,131.2770577243175,25,7,115,1
Miyunu Ella,Rathnapura,"A medium-sized waterfall surrounded by rich greenery, offering visitors a refreshing escape and beautiful views of natures calmness.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.8339748485680865,80.69663612855888,1,132,0.0,,Short,136.25677377078745,25,7,115,1
Munangala Ella,Rathnapura,"A beautiful waterfall cascading down rocky cliffs into natural pools, surrounded by lush forest, ideal for nature lovers and hikers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.806418509581083,80.83931205037942,1,132,0.0,,Short,145.3217949374021,25,7,115,1
Muwan Vetuna Ella,Rathnapura,"A tranquil waterfall nestled in dense greenery, offering refreshing cool waters and peaceful surroundings for visitors.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.878433713335529,80.84685633303468,1,132,0.0,,Short,151.35892610155935,25,7,115,1
Nagaha Ella,Rathnapura,"A scenic waterfall known for its clear waters and beautiful setting in a forested area, perfect for hiking and photography.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.947391801923321,80.81461097961757,1,132,0.0,,Short,154.30055442190897,25,7,115,1
Napath Ella,Rathnapura,"A medium waterfall flowing gently over rocks, surrounded by lush vegetation, offering a calm spot for visitors to relax and enjoy.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.940718319705037,80.8227757315298,1,132,0.0,,Quick,154.38051554042934,25,7,115,1
Naya Dola Ella,Rathnapura,"A picturesque waterfall with cascading water surrounded by dense jungle, providing a refreshing atmosphere for nature seekers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.785832566861085,80.81595425223477,1,132,0.0,,Short,141.88379300337417,25,7,115,1
Nivun Ella,Rathnapura,"A hidden gem waterfall known for its serene beauty and cool pools, ideal for short hikes and peaceful nature experiences.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.8363463247987095,80.79913742045889,1,132,0.0,,Quick,144.3401857846772,25,7,115,1
Pahanthuda Ella,Rathnapura,"A tranquil waterfall flowing through forested hills, offering calm surroundings and natural beauty for relaxation and exploration.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.950681269046518,80.80427739163414,1,132,0.0,,Quick,153.79208982674567,25,7,115,1
Pandioya Ella,Rathnapura,"A scenic waterfall known for its gentle cascades and refreshing pools, set in a quiet forest perfect for nature walks.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.932040688156395,80.86344484560692,1,132,0.0,,Short,156.8201921838409,25,7,115,1
Papol Ella,Rathnapura,"A medium waterfall surrounded by thick greenery, offering visitors a peaceful spot for picnics and nature photography.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.881436261319044,80.86298540882312,1,132,0.0,,Short,152.87281462345288,25,7,115,1
Patta Ella,Rathnapura,"A gentle waterfall flowing into natural pools, located in a tranquil forest environment perfect for relaxation and hiking.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.9008045953236,80.80133342108267,1,132,0.0,,Quick,149.55687609186103,25,7,115,1
Peessa Ella,Rathnapura,"A beautiful waterfall known for its refreshing waters and scenic setting amidst lush forest, ideal for nature lovers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.855636482760999,80.80189132152346,1,132,0.0,,Short,146.04886820428152,25,7,115,1
Petiyagala Ella,Rathnapura,"A waterfall featuring clear cascading water flowing over rocky terrain, surrounded by natural beauty and peaceful forest.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.864291437841962,80.81730183159395,1,132,0.0,,Short,147.93179494748864,25,7,115,1
Pulun Ella,Rathnapura,"A serene waterfall set in a quiet jungle area, offering cool pools and calm surroundings for visitors seeking relaxation.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.815838440563311,80.83212675990418,1,132,0.0,,Quick,145.43444411431614,25,7,115,1
Rajanawa Ella,Rathnapura,"A scenic waterfall flowing over rocks into clear pools, surrounded by rich forest, ideal for nature walks and peaceful visits.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.806904077158967,80.8000488764924,1,132,0.0,,Short,142.1668523099674,25,7,115,1
Silu Ella,Rathnapura,"A small but beautiful waterfall known for its quiet ambiance and natural surroundings, perfect for a short nature retreat.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.9417374021365355,80.84480026091205,1,132,0.0,,Quick,156.14303648697788,25,7,115,1
Sipirimala Ella,Rathnapura,"A picturesque waterfall offering refreshing waters and scenic beauty, surrounded by thick jungle ideal for hiking and exploration.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.774812766773326,80.84484380084017,1,132,0.0,,Short,143.4710397472259,25,7,115,1
Surathali Ella,Rathnapura,"A beautiful waterfall characterized by clear cascading water and peaceful forest surroundings, perfect for nature lovers and hikers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.809226090102953,80.70441674545566,1,132,0.0,,Short,134.84829207030637,25,7,115,1
Thini Oya Ella,Rathnapura,"A calm waterfall flowing through lush greenery, offering visitors a quiet spot for relaxation and nature photography.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.824369191613824,80.74923604486013,1,132,0.0,,Quick,139.49591387875654,25,7,115,1
Udakanda Ella,Rathnapura,"A striking waterfall flowing through rocky cliffs with clear pools, set amidst dense forest providing a serene atmosphere for visitors.",Sabaragamuwa,Nature/Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.812169721324765,80.68026025835896,1,132,0.0,,Short,133.25979555781797,25,7,115,1
Umage Ella,Rathnapura,"A serene waterfall with clear waters flowing gently over rocky steps, surrounded by thick forest and rich birdlife, perfect for nature walks.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.844886209991544,80.81482114017963,1,132,0.0,,Short,146.24055981718132,25,7,115,1
Unaoya Ella,Rathnapura,"A captivating waterfall flowing through lush greenery, offering cool natural pools and a tranquil environment ideal for short hikes and relaxation.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.881255860983793,80.86681511139436,1,132,0.0,,Short,153.16521880941278,25,7,115,1
Uran Watuna Ella,Rathnapura,"A hidden waterfall nestled deep in the jungle, known for its refreshing pools and peaceful setting away from crowds, perfect for adventurous visitors.",Sabaragamuwa,Nature/Waterfall,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.814189999380407,80.81587232295796,1,132,0.0,,Short,143.99271341980236,25,7,115,1
Walawe Ganga West,Rathnapura,"The western banks of the Walawe River, featuring scenic views, rich biodiversity, and opportunities for bird watching and nature photography.",Sabaragamuwa,Nature/River,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.920475768336596,80.83652097240446,1,1,0.0,,Short,153.82261855802622,25,7,110,1
Warnagala Ella,Rathnapura,"A stunning waterfall cascading through dense forest, surrounded by natural pools and vibrant flora, ideal for nature lovers and photographers.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.920523868039145,80.83513916369081,1,132,0.0,,Short,153.71968646818905,25,7,115,1
Watawala Ella,Rathnapura,"A peaceful waterfall flowing gently over rocks into natural pools, set within a quiet forest providing a perfect spot for relaxation and nature walks.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.873854009801575,80.86141299267196,1,132,0.0,,Quick,152.16977546357234,25,7,115,1
Wawulagala Ella,Rathnapura,"A beautiful waterfall featuring clear cascading water surrounded by dense jungle and wildlife, great for hiking and exploring.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.827055628479604,80.67597897557998,1,132,0.0,,Short,134.15525442661584,25,7,115,1
Wawulpane Ella,Rathnapura,"A scenic waterfall set amidst thick forest, known for its cool refreshing pools and tranquil atmosphere suitable for peaceful visits.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.972574309819434,80.69000552068174,1,132,0.0,,Quick,147.439420166895,25,7,115,1
Wedan Ella,Rathnapura,"A charming waterfall with gentle cascades flowing over rocks, surrounded by lush greenery, perfect for short hikes and nature photography.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.8108820790152995,80.69154305606939,1,132,0.0,,Quick,134.00440323064637,25,7,115,1
Welwaththa Ella,Rathnapura,"A medium-sized waterfall flowing through rocky terrain and dense forest, offering visitors a refreshing nature retreat and photo opportunities.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.884116121857094,80.83521233643654,1,132,0.0,,Short,150.87713790702594,25,7,115,1
Wewal Ella,Rathnapura,"A beautiful waterfall set in a peaceful forested area, known for its calm pools and refreshing environment, ideal for relaxation and exploration.",Sabaragamuwa,Nature/Waterfall,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.817679866057327,80.70142150677827,1,132,0.0,,Quick,135.29865892625574,25,7,115,1
Yakdinnawa Ella,Rathnapura,"A scenic waterfall featuring clear water flowing through natural rock formations, surrounded by dense jungle and vibrant flora.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.828290180292515,80.76901956673579,1,132,0.0,,Short,141.34468561347435,25,7,115,1
Polwatta Amuran Ella,Rathnapura,"A medium waterfall nestled in a lush forest, offering cool waters and a tranquil setting ideal for nature walks and refreshing dips.",Sabaragamuwa,Nature/Waterfall,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.842616080137088,80.7836407480071,1,132,0.0,,Short,143.60529463173904,25,7,115,1
